Comment;Statement/No statement;;;;;
"Wenn ich mal wieder über &quot;Politik&quot; lachen will, schaue ich Steffen Königer&#39;s &quot;Gendergerechte Begrüßung&quot;!";0;;;;;
sooo geil :-D;0;;;;;
Was für einen Blödsinn muss man als schlecht bezahlter MDB nur aushalten?;0;;;;;
Was ist das denn für ein blöder Kanal!;0;;;;;
😂😂🤣😂😂 gut den Spiegel vorgehalten 👍;0;;;;;
Bester mann... Junge der hammer schlecht hin... 😅 😅... Zeig den Idioten wie begrenzt sie sind in ihrer unglaublichen vielfältigkeit... 😅 😅 😅;1;;;;;
😂😂😂😂;0;;;;;
Jetzt gibt sich doch endlich mal einer Mühe mit einer doch so geforderten korrekten Begrüßung, und wird vom Vorsitzenden unterbrochen. Diese ausführliche und mit Liebe abgegebene Anrede sollte bei  jeder Ansprache starten.;0;;;;;
Das Video wird Kult. So hat der ganze Schwachsinn mal angefangen wird man rückblickend feststellen.;0;;;;;
Finde es unglaublich, wie Objektophile und Swinger systematisch in der Gesellschaft unterdrückt und ausgegrenzt werden.;1;;;;;
Tja, politisch korrekt sein, kann sich im Tagesgeschäft schon etwas hinziehen.;0;;;;;
Da bekommen dieser Gender Schwachmaten einfach mal wieder gezeigt, wie hohl sie sind.;1;;;;;
Sehr geehrte Vollidioten, eierlose, realitätsfremde, hirnlose, niveaulose.....🤦🏻;1;;;;;
😂😂😂😂😂😂😂😂;0;;;;;
👍;0;;;;;
😂😂😂😂😂;0;;;;;
Best OFF!!;0;;;;;
Wie geil war der denn???Applaus;0;;;;;
Ich weiss nicht was daran lustig sein soll !? <br>Mit solchen Sachen müssen sich unsere hoch bezahlten Politiker auseinander setzten.  <br>Ein Witz sowas;0;;;;;
Super;0;;;;;
Würde das Video ja fast lustig finden, Nur leider hat er sich die meisten Begriffe ausgedacht;0;;;;;
Comedy vom Feinsten. Kaum noch zu toppen! :);0;;;;;
Seltsam, all die hier erwähnten geistig sehr verwirrten gab es anscheinend bis vor 15-20 Jahren nicht oder in so kleiner Anzahl das sie nicht weiter aufgefallen sind, irgendwie gefällt mir nicht wohin sich die Menschheit entwickelt.;1;;;;;
Was soll das?<br>Das soll Deutschland weiterbringen?<br>Das ist die Zukunft ?<br>Ich verzichte.;0;;;;;
was ist ein _bader?;0;;;;;
Diese verfluchten grünen satanischen Rot-Faschisten und ihr beginnendes orwelsches Szenario, kann man nur noch mit brachialster Gewalt stoppen. <br>Weg mit diesem Dreck-Regime! <br>Egal, mit welchen Mitteln!;0;;;;;
Das kommt dabei raus wenn man Gottes Ordnung arogant und frech durcheinanderbringt ihr verblödet en Politiker.;0;;;;;
Sehr sehr geil, selten so am morgen gelacht. Wenn ,dann AFD !;0;;;;;
Und was von alldem ist der vokuhila selbst?<br>Ist schwer zu erkennen. Mann ist es nicht, vielleicht was aus dem Tierreich ?;0;;;;;
Genial;0;;;;;
Affengeil.😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣;0;;;;;
Man gebe diesem Mann eine Medaille!;0;;;;;
😂 😂 😂;0;;;;;
Ich kann nicht mehr 😂😂😂😂😂<br>Deutschland ist verloren... Null Geschlecht beste!;1;;;;;
so geil ...;0;;;;;
"Sehr geehrte AfD-ler,<br>Sehr geehrte Rechtspopulisten,<br>Sehr geehrte Aluthutträger,<br>Sehr geehrte Panikmacher,<br>Sehr geehrte Social-Media-Bots-Nutzer,<br>Sehr geehrte Verschwörungstheoretiker,<br>Sehr geehrte Zahlenverdeher,<br>Sehr geehrte Statistikenverbieger,<br>Sehr geehrte Lügner,<br>Sehr geehrte rechts-braun Versiffte,<br>Sehr geehrte Nulltoleranzler,<br>Sehr geehrte Übertreiber,<br>Sehr geehrte Hinter-jedem-Busch-Linke-Vermuter,<br>Sehr geehrte Hinter-jedem-Busch-Grüne-Vermuter,<br>Sehr geehrte Ausländerfeindliche,<br>Sehr geehrte Ausländerhetzer,<br>Sehr geehrte Wahrheitenverdreher,<br>Sehr geehrte Null-Lösungen-Anbieter,<br>Sehr geehrte Probleme-die-jeder-kennt-Aufdecker,<br>Sehr geehrte Chemtrail-Aufzeiger,<br>Sehr geehrte Ex-DVUler,<br>Sehr geehrte Ex-NPDler,<br>Sehr geehrte Bisher-Nichtwähler,<br>Sehr geehrte Hartz-IV-Empfänger-von-deren-Steuergeldern-Migranten-bezahlt-werden,<br>Sehr geehrte  .....<br><br>Präsident: &quot;Gestatten Sie eine Zwischenfrage?&quot;<br><br>&quot;Aber ich bin doch nicht damit fertig, die AfD zu begrüßen.&quot;  :-/";1;;;;;
Meine Fresse, und ich dachte ich hab schon vieles gehört.;0;;;;;
Herrlich. Mein Humor.;0;;;;;
Hab aufjenfall fieberhaft gelacht......;0;;;;;
Schon traurig genug das es solche kranken Menschen gibt die denken und meinen sie müssen heute Mann sein und morgen Frau.....sollte verboten werden.....entweder ich bin Mann oder Frau und entweder ich steh auf Männer weil man eine frau ist oder man steht auf Frauen weil man ein Mann ist.....alles andere sind krankhafte Menschen bei denen in der Kindheit viel falsch gelaufen ist und falsche Erziehung bekommen haben.;1;;;;;
Hahaaaaaa!! Spitzenmässig! Führt den Gender - Schwachsinn ad Absurdum - wo er auch hingehört!;1;;;;;
"Da hat das &quot;Sehr geehrte Rassisten und wahre Probleme in diesem Land&quot; gefehlt, um die eigene Fraktion anzusprechen 🤷🏼";0;;;;;
😂😂😂👍🏻👍🏻👍🏻👍🏻<br>Sehr gut!!!!! Wenn, dann richtig!!!;0;;;;;
Da kann (man) mal den WAHNSINN   dahinter sehen!!!!!<br>Wenn das ganze nicht so PERFIDE wäre könnte ich lachen. ....<br>Und die Politik will uns einreden es sei eine völlig normale evolutionäre Entwicklung !!!!🤔<br>Schön das es in der Politik noch Menschen mit Verstand gib<br>🖖<br>Friede und langes Leben;0;;;;;
Was ist eigentlich falsch mit ihm;0;;;;;
Sehr geil! Diese Political Correctness geht mir dermaßen aufn Sack. Hauptsache es fühlt sich niemand auf den Schlips getreten;1;;;;;
Selten so gelacht.Gruß an alle Gutmenschen und Schlafschafe;0;;;;;
blue spirit drittes geschlecht. Dem Erfinder seine Drogen will ich auch haben.<br>edit: Ohh wie konnte ich nur, meinte natürlich two-spirit;1;;;;;
Das kann die AfD am besten: Viel labern ohne Inhalt! 😆<br>AfD = Alternative für Dummköpfe;0;;;;;
🤣😂🤣😂👍Herrlich 🤣😂🤣😂 ob die wohl merken,wie absurd und lächerlich der ganze Genderwahn ist.;1;;;;;
Einfach köstlich wie der AFD-Mann den Gender-Gaga auf die Schippe nimmt;1;;;;;
Schade, dass er aus der AfD ausgetreten ist... :(;0;;;;;
Nur Idioten hier?;0;;;;;
"Wenn&#39;s nicht so zum lachen wäre , ist es ekelhaft und Wiederlicht und traurig .!!!!!!";0;;;;;
Freuen wir uns auf die Zeiten, in denen diese Ideologien Verboten werden, zwar als freie Meinung posaunt werden darf, aber in keinem Parlament auf dieser Welt was zu suchen hat! 😇 😝 Geiles Begrüssungs Video... Weg mit den gegenderten, pussyfizierten Feministen Kindern, und den Fotzen Fraktionen!;1;;;;;
👍👍👍👍👍👍👍😂😂😂😂;0;;;;;
Ich bin Gendöner....oder war es doch trans*pizza ?;1;;;;;
Also ich finde die AfD geht echt gar nicht...aber das war genial, und ich finde dieses Geschlechterzeug zum Großteil einfach bescheuert...;1;;;;;
Idiot.;0;;;;;
Schade, dass er die AfD verlassen hat;0;;;;;
Selten so gelacht. :-)   Man sieht den Herrschaften im Hintergrund an, dass sie wohl doch nicht so ganz und gar offen für Toleranz sind ...;0;;;;;
Bin gerade erst auf dieses Video gestoßen. Einfach nur: Daumen hoch!!;0;;;;;
Is  ja geil 😂😂😂;0;;;;;
😂😂😂😂wie geil!!;0;;;;;
Um welchen Antrag ging es denn?;0;;;;;
Einfach aussagekräftig und brilliant <br>1+;0;;;;;
Nach den Reden von Curio ist diese Rede aufgrund der Gestaltung die Beste, die ich gesehen habe.;0;;;;;
"Schon davon gehört? In den Artikeln 8,9,11 und 12 GG wird die Formulierung „Alle Deutschen“ durch die Formulierung „Alle Menschen“ ersetzt. <a href=""http://dip21.bundestag.de/dip21/btd/19/058/1905860.pdf"">http://dip21.bundestag.de/dip21/btd/19/058/1905860.pdf</a>";0;;;;;
Seid ihr vollständig bekloppt  geworden?    Karnevals Sitzung is erst im Februar;0;;;;;
Nee, ich hab ne weiße Weste, wer noch?;0;;;;;
Bei der AFD könnte Kinderpornografie auf dem pc zu finden sein.;0;;;;;
Das ist wirklich schlecht und unreif;0;;;;;
Geil!!! So wird der Wahnsinn endlich mal offensichtlich. Aber toleriert euch alle ruhig tot. :-DDDDD;0;;;;;
"Man hätte auch einfach &quot;Menschen&quot; sagen können.";0;;;;;
Auf den Punkt gebracht! Jawohl !;0;;;;;
Ihr habt die UNSEXUELLEN vergessen. Von denen sitzen ganz viele in der Regierung und die fühlen sich jetzt diskriminiert!;1;;;;;
Wie geil.....<br>Bin ja noch nicht mal mit der Begrüßung fertig. 😂😂😂;0;;;;;
Was das denn? Flokati im Parlament? Ist das Allergikergerecht?;0;;;;;
Wenn ich mal was zum Lachen brauche, ziehe ich das Video raus.... Fünf Sterne 🌟🌟🌟🌟🌟;0;;;;;
Gender eine geisteskrankheit;1;;;;;
Göttlich!;0;;;;;
Da kamen wiederholungen vor, nur in anderen Ausdrucksweisen. Wieso gucke ich mir überhaupt so eine scheiße an? Immerhin wird sich über mich lustig gemacht.;0;;;;;
Eine von der Wirklichkeit völlig abgekapselte Elite im Genderwahnsinn!!!!!!!!!! Auf den Punkt gebracht!;1;;;;;
absolut genial...Loriot hätte sich weggelacht!;0;;;;;
Top;0;;;;;
Ha ha so bescheuert ist Deutschland mitlerweile.  AfD super.;0;;;;;
Einfach nur Geil!<br>Danke für diese Begrüßung!<br>Hahahaha <br>Ich liebe die AFD🤣;0;;;;;
Bin nicht so konform mit den ganzen Begriffen...aber verschiedene Begrifflichkeiten wurden offenbar für öfter ein und das Selbe genutzt!! Macht sich evtl. gut als Comedyprogramm- aber dann soll bitte das Publikum, dass das hören will, seine Karten selbst bezahlen😉;1;;;;;
So geil!🤣🤣🤣👍👍👍;0;;;;;
<b>Ich liebe es</b>;0;;;;;
spalt oder kolben wo is das verfickte problem? :D;0;;;;;
So Geil :-);0;;;;;
Suuuuuuuuper :-DDDDD .;0;;;;;
Bester !;0;;;;;
Fühlt der sich jetzt cool?;0;;;;;
du elender gamler...lass dir die birne scheren ...krankes teil;0;;;;;
Ich bin wirklich der Letzte, der was mit der AfD zu tun haben will. Aber das war wirklich sehr passend.;0;;;;;
Möchte mal das Ergebnis des Protokollschreibers dieser Sitzung sehen 😀😀;0;;;;;
Sehr geehrte Nullen-mit unerträglichen Emanationen.;1;;;;;
Warum wurde der nicht unterbrochen ?;0;;;;;
Und was ist er? Mit der Frisur wohl eine Mann zu Frau zu Esel-Variante...;0;;;;;
Wer die GEZ verweigern will so empfehle ich das Buch von Heiko Schrang.  GEZ Lüge.  Ich verweigere seit 19 Monaten;1;;;;;
Es gibt nur Mann u Frau alles andere ist krank und ein Irrtum der Natur und gehört neurologisch behandelt;1;;;;;
"CDU, CSU und SPD zahlen 100 Millionen Steuergelder an Islam-Lobby.<br>Auch dieses Geld fehlt den Deutschen bei Gehältern und Renten.<br><br><br><br><a href=""https://www.youtube.com/watch?v=P0d9wnrbh-E&amp;t=389s"">https://www.youtube.com/watch?v=P0d9wnrbh-E&amp;t=389s</a>";0;;;;;
Großartig!😀😀😀;0;;;;;
So ein Verdammter Unsinn.  <br>SEHR GEEHRTE ANWESENDE. fertig aus. Alles andere ist unsinnige Provokation;0;;;;;
So eine Begrüßung war noch vor ein paar Jahren lächerlich - ist sie zwar immer noch ABER heutzutage gesellschaftlich absolut korrekt (Leider);1;;;;;
"PERFEKT,DIESER UNSINN,MUSS AUFHÖREN,ES HEISST&quot;HERR UND FRAU&quot;,SONST NICHTS.";1;;;;;
Bester Mann.<br>Besser kann man den Schwachsinn nicht entlarven.;0;;;;;
Wird der Typ mal fertig;0;;;;;
Auch de4r Ratspräsident im Hintergrund muss grinsen..................hier erfährt man erst einmal wie bkloppt das alles ist;0;;;;;
Ehrenmann;0;;;;;
Selten so gelacht! Das macht Mut in diesem ganzen Wahnsinn in dem Deutschland gefangen ist.;0;;;;;
Prima....wie absurd die Politik doch ist;0;;;;;
So müssten mal offizielle Briefanschreiben aussehen....;0;;;;;
Ich versteh nicht, wieso er die Sexualität aufgreift... Das hat dort absolut nichts zu suchen. Man sagt ja auch nicht sehr geehrte heterosexuelle!<br>Außerdem kann man alles mit QUEER* zusammenfassen. Was er da tut ist einfach nur eine sinnfreie Aufzählung von Wörtern die sich mit diesem Thema befassen.<br>Nichts anderes.;1;;;;;
Ich schmeiß mich weg - der Typ ist sooooooo cool;0;;;;;
"Die Idee ist nett, die Rede lustig.<br><br>Dennoch benennt er viele Konzepte einfach mehrfach mit verschiedenen Begriffen, teilweise ein und dasselbe Konzept bis zu 5 Mal. Doch nicht so viele &quot;Geschlechterkonzepte&quot; gefunden, wie sie zum Füllen der Redezeit nötig gewesen wären?<br><br>Ferner:<br>- Schwul/lesbisch hat überhaupt nichts mit dem Geschlecht zu tun.<br>- Intersexuelle/Zwitter/Hermaphrodite (auch hierfür nutzt er einfach drei verschiedene Begriffe) sind Menschen, die tatsächlich biologisch mit Geschlechtsorganen beider Geschlechter geboren werden. Das ist doch das bescheuertste Beispiel gegen den &quot;Gender-Wahnsinn&quot;. Das muss ja <i>sogar</i> jemand aus der AfD erkennen, dass solche Phänomene nun mal einfach faktisch existieren und nichts mit irgendwelchen Hirngespinsten zu tun haben?<br><br>Unterm Strich: Typisch AfD. Amüsant mit den Konventionen brechend, aber natürlich mal wieder keine Substanz, nichts dahinter...";1;;;;;
Kann ich mir jedes Mal von A-Z durchsehen, geniale Idee vom Sprecher und danke für den Upload auf den Begrüssungsscreen.;0;;;;;
wie die drei im Hintergrund sich das Lachen verkneifen müssen :-D;0;;;;;
"hehe,wie  geil ist das denn?Früher hat es gereicht mit &quot;Sehr geehrte Damen und Herren&quot;,das war in 5 sec erledigt und heute braucht man 4 Min um auch niemanden auf die Füße zu treten,bei der Begrüßung...haha.";1;;;;;
Ich bin ein Möter, halb Mensch  halb Köter. Meine Vorfahren waren Neandertaler und Werwölfe. Außerdem bin ich nekrophil mit leichtem Hang zum lesboiden Kannibalismus. Wo bleibt das Begrüßungskomitee ???;0;;;;;
"Was ist denn mit diesen ganzen AfD-Sympathisanten in den Kommentaren? Diese Begrüßung war nichts weiter als eine bewusst missrepräsentierende Farce! Nicht einmal ein Viertel der genannten Bezeichnungen kommt in dem Antrag vor! Was kann man denn gegen Gleichberechtigung von Andersdenkenden haben? Die sind doch harmlos, die nehmen uns nichts weg. Sie sozial nicht unnötig zu benachteiligen, ist unsere Pflicht! Wenn ihr alle nichts anderes über den &quot;Gender-Wahnsinn&quot; wisst als diese Intoleranzpropaganda, seid ihr nicht qualifiziert über das Thema überhaupt zu urteilen.";1;;;;;
"Wenn irgendeine Feministennazi das Streiten anfängt, einfach behaupten man fühle sich seit seiner Butchfementransormantion doch eher als intersexuelle Transgendervariable und ob sie einem erklären könne, was das sei. Wenn sie dies nicht kann einfach die linke Faschistin mit &quot;Nazi&quot; vollschreien und Ruhe ist in dem Scheißhaufen.";1;;;;;
"A🇩🇪lle  f🇩🇪ür  D🇩🇪eutschland !  A f D!<br>die &quot;hier-schon-länger-Sitzenden&quot; Alt-<br>Last-Parteien verkauften uns nur alle<br>für dumm😡❣Hoffentlich schnallen<br>es noch mehr bei den bay. LT-Wahlen<br>und schmeißen sie hochkantig raus !<br>der spd haben fertig wie Flasche leer<br>das csu haben fertig wie Flasche leer<br>die grün haben fertig wie Flasche leer<br>das fdp haben fertig wie Flasche leer!";0;;;;;
G R A N D I O S !!!! :-)))));0;;;;;
klasse, den grünen Schwachsinn auf diese Art offen zu legen, lange nicht mehr so gelacht.;0;;;;;
"Vorschlag zur Topp-100-Serie<br>für &quot;AfD-Charts Reden im LT&quot; !<br><br>Die AfD hat so viele gute Redner im BT und den Landtagen, dass mMn je eine Topp-100-Serie erstellt werden könnte.";0;;;;;
Da müssen sie alle lachen, selbst die Vorgesetzten, herrlich!;0;;;;;
Habe noch nie etwas so Lustiges gesehen, herrlich! xD;0;;;;;
Noch lächerlich geht es nicht FCK;0;;;;;
"Ob die Imane auch die Scharia korrekt durchgendern werden, wenn sie hier erstmal die Mehrheit stellen? <br>Liebe &quot;irgendwas&quot;, auch wenn wir den gendermainstream ablehnen, wir tolerieren zumindest JEDE, JEDEN, JED*, JED_JED....<br>Und zwar vollumfänglich. Im Vergleich zu dem was ihr mit Gegenseite zu erwarten habt, sind wir das eindeutig das kleiner Übel.";0;;;;;
Sehr schön, genau so muss man ihnen kommen: Entlarvt ihre Paradoxien, ihre Scheinheiligkeit, ihrr Diffarmierungen, ihre Doppelstandards, ihre Realitätsverweigerung, ihr gesamtes Lügen-Kartenhaus... Tausendfach effektiver als flammende Wutreden mit fragwürdigen Formulierungen.;1;;;;;
HaHaHa Mega;0;;;;;
Ich, ein Kampfhubschrauber, fühle mich jetzt übergangen und ausgeschlossen :(;1;;;;;
"ich lach mich kaputt und sage nur 3 Worte&quot; verfickt geile Nummer&quot;";0;;;;;
Genial....;0;;;;;
Zwar kein genereller afd Fan, aber das ist mal ne ordentlich Ansage gewesen. Irgendwo muss man Grenzen setzen und auch gerne mit Stil. Danke.;1;;;;;
🤣🤣🤣🤣🤣🤣🤣;0;;;;;
GAGA Gender  für Millionen von Steuerzahler<br>unfassbar;1;;;;;
<b>Sehr geeehrtes GESOCKSE</b>;0;;;;;
Lol, ein irres Haus dieses Deutschland :D;0;;;;;
Herrlich ... Danke Herr Königer!;0;;;;;
"Vor wenigen Jahren war sehr viel weniger Verrücktes einfach nur obskure Idee in einer Comedy. Heute gemachte Realität um sich nicht mit Prio 1 Problemen befassen zu müssen. <a href=""https://www.youtube.com/watch?v=GryQiamGxpY"">https://www.youtube.com/watch?v=GryQiamGxpY</a>";0;;;;;
Die Begrüssung finde ich mal genial :-D .... auf diese Weise wird so richtig deutlich, das der Genderismus in die Mülltonne gehört, weil es einfach nur Schwachsinn hoch drei ist. Das Universum und die Natur kennt nur einmal den männlichen und den weiblichen Aspekt. Diese zwei Energie-Grundformen reichen völlig aus, und müsste den unbewusst lebenden Genderzombies unter die Nase gerieben werden. Wenn ich mit im Parlament gesessen hätte, und die Begrüssung mir angehört hätte dort, hätte ich mich vor Lachen nicht mehr eingekriegt. Der Blick der Frau im Hintergrund sprach Bände, sie wirkte fassungslos. Einfach zu lustig. Ich hatte mich jetzt gerade gewundert, was es für abenteuerliche Bezeichnungen über  erfunden-verschiedene Geschlechter gibt. ich dachte nur: völlig idiotisch, wie kommen sie auf solch einen Blödsinn?;1;;;;;
